Trip ID,Origin city,Destination,Region,Distance (km),Start date,End date,Duration (days),Traveler age,Traveler gender,Traveler nationality,Group size,Trip type,Accommodation type,Accommodation cost,Transportation type,Transportation cost,Food cost,Activities cost,Total cost,Season,Currency
3802,Ratodero,Quaid e Azam Residency Ziarat,Balochistan,304,20/11/2025,25/11/2025,5,43,Male,Pakistani,4,Leisure,Mid,133320,Flight,13653,32580,35880,215433,Autumn,PKR
3803,Mandi Bahauddin,Makhdumpur,Punjab,221,18/04/2025,20/04/2025,2,51,Female,Pakistani,1,Business,Mid,21284,Road (Coaster),38355,2792,2766,65197,Spring,PKR
3804,Khan Bela,Pattoki,Punjab,397,06/07/2025,11/07/2025,5,41,Female,Pakistani,2,Business,Mid,33200,Road (Car (SUV)),32601,15570,6280,87651,Summer,PKR
3805,Ghizer,Rawalakot,AJK,367,24/10/2026,02/11/2026,9,34,Female,Pakistani,5,Family,Budget,128655,Road (Car (SUV)),28325,66960,35505,259445,Autumn,PKR
3806,Jhawarian,Bala Hissar (Peshawar),KPK,232,14/06/2025,20/06/2025,6,55,Female,Foreign,4,Business,Budget,46332,Road (Car (SUV)),18702,21217,11441,97692,Summer,PKR
3807,Sargodha,Langar,KPK,495,11/09/2025,16/09/2025,5,49,Male,Pakistani,5,Business,Luxury,337800,Flight,34531,80850,83150,536331,Autumn,PKR
3808,Jehangira,Kahror Pakka,Punjab,556,01/06/2025,03/06/2025,2,40,Male,Pakistani,4,Leisure,Mid,43588,Flight,24470,9976,9800,87834,Summer,PKR
3809,Besham,Rahim Yar Khan,Punjab,986,05/10/2025,07/10/2025,2,43,Male,Pakistani,5,Leisure,Mid,64278,Flight,56667,21320,7140,149405,Autumn,PKR
3810,Dalbandin,Biang Gali,KPK,1197,28/06/2026,05/07/2026,7,52,Male,Pakistani,2,Family,Mid,79772,Flight,29206,23268,17108,149354,Summer,PKR
3811,Ladha,Nani Mandir Hinglaj,Balochistan,1196,28/12/2026,02/01/2027,5,47,Male,Pakistani,5,Family,Mid,188685,Flight,79078,64200,38075,370038,Winter,PKR
3812,Abbottabad,Do Darya,Sindh,1500,06/10/2025,10/10/2025,4,63,Female,Pakistani,5,Family,Luxury,250572,Flight,99634,77500,54060,481766,Autumn,PKR
3813,Kashmore,Hingol River,Balochistan,624,01/04/2026,04/04/2026,3,48,Male,Pakistani,1,Family,Mid,29304,Flight,7335,4449,3387,44475,Spring,PKR
3814,Chagai,Mastuj,KPK,1204,04/07/2026,14/07/2026,10,52,Female,Pakistani,4,Business,Luxury,506460,Flight,67965,148960,132640,856025,Summer,PKR
3815,Besham,Ratti Gali Lake,AJK,112,24/03/2025,31/03/2025,7,37,Male,Pakistani,1,Adventure,Budget,36421,Road (Car (SUV)),9493,7819,3556,57289,Spring,PKR
3816,Chawinda,Wah Cantonment,Punjab,330,18/01/2025,22/01/2025,4,36,Male,Pakistani,3,Family,Mid,93040,Road (Coaster),49963,23340,9600,175943,Winter,PKR
3817,Batkhela,Aliabad,Gilgit-Baltistan,385,21/08/2025,29/08/2025,8,32,Male,Pakistani,6,Leisure,Budget,103296,Road (Hiace),36040,52944,26784,219064,Summer,PKR
3818,Narowal,Chilam Chowki,Gilgit-Baltistan,502,01/09/2026,06/09/2026,5,38,Male,Pakistani,4,Family,Budget,48860,Flight,28211,29620,9920,116611,Autumn,PKR
3819,Duki,Mehrgarh,Balochistan,148,13/12/2026,15/12/2026,2,64,Female,Pakistani,6,Business,Mid,62610,Flight,11426,18468,15312,107816,Winter,PKR
3820,Jhelum,Phander Lake,Gilgit-Baltistan,404,18/02/2026,25/02/2026,7,64,Male,Pakistani,4,Family,Budget,45248,Flight,20516,40320,19712,125796,Winter,PKR
3821,Daur,Taunsa,Punjab,623,18/01/2026,22/01/2026,4,19,Male,Pakistani,3,Business,Budget,21640,Flight,21788,12432,8316,64176,Winter,PKR
3822,Bhan,Qadirpur Ran,Punjab,853,24/05/2026,27/05/2026,3,41,Male,Pakistani,2,Leisure,Budget,8769,Flight,23475,5556,3456,41256,Spring,PKR
3823,Harnai,Chawinda,Punjab,748,25/11/2025,27/11/2025,2,30,Male,Pakistani,1,Adventure,Mid,23614,Road (Coaster),131866,3202,2638,161320,Autumn,PKR
3824,Depalpur,Kabirwala,Punjab,184,16/06/2026,20/06/2026,4,56,Male,Foreign,2,Adventure,Mid,45253,Road (Coaster),32259,19457,8864,105833,Summer,PKR
3825,Jiwani,Hammerhead Gwadar,Balochistan,65,11/10/2025,14/10/2025,3,25,Female,Pakistani,5,Business,Budget,55440,Road (Car (Small)),3157,22125,12135,92857,Autumn,PKR
3826,Ladha,Salmanabad,Gilgit-Baltistan,830,24/03/2026,31/03/2026,7,40,Female,Pakistani,6,Family,Mid,235851,Flight,66253,88704,49350,440158,Spring,PKR
3827,Leiah,Sher Qilla,Gilgit-Baltistan,721,05/08/2026,13/08/2026,8,33,Male,Pakistani,5,Adventure,Luxury,813624,Flight,41316,126920,92640,1074500,Summer,PKR
3828,Pir Mahal,Khanpur,Punjab,328,18/07/2026,20/07/2026,2,47,Female,Pakistani,4,Adventure,Budget,13136,Road (Coaster),49443,5352,3520,71451,Summer,PKR
3829,Dargai,Tirah Valley,KPK,165,22/08/2026,28/08/2026,6,46,Female,Foreign,1,Leisure,Budget,36947,Road (Car (SUV)),17085,9687,4481,68200,Summer,PKR
3830,Lakki Marwat,Khanewal,Punjab,349,25/03/2026,30/03/2026,5,60,Female,Pakistani,6,Adventure,Luxury,306225,Flight,28800,108150,79170,522345,Spring,PKR
3831,Malir,Juniper Forest Ziarat,Balochistan,727,18/02/2026,22/02/2026,4,29,Male,Pakistani,4,Adventure,Budget,41328,Flight,35643,19808,8752,105531,Winter,PKR
3832,Rojhan,Nathia Gali,KPK,777,16/05/2025,21/05/2025,5,22,Male,Pakistani,6,Adventure,Mid,135390,Flight,64476,83610,42900,326376,Spring,PKR
3833,Hoper,Bagh,AJK,259,17/03/2026,27/03/2026,10,60,Female,Pakistani,3,Leisure,Luxury,606100,Road (Car (Small)),12308,137640,96480,852528,Spring,PKR
3834,Sargodha,Nowshera,KPK,296,25/12/2025,04/01/2026,10,54,Male,Pakistani,4,Family,Budget,87420,Road (Car (SUV)),19642,47120,30160,184342,Winter,PKR
3835,Nankana Sahib,Gaggo Mandi,Punjab,192,19/01/2026,24/01/2026,5,39,Male,Foreign,6,Business,Mid,174940,Road (Car (Small)),9821,54907,26413,266081,Winter,PKR
3836,Chobara,Bannu,KPK,187,08/05/2025,16/05/2025,8,23,Male,Pakistani,1,Leisure,Budget,26688,Road (Car (Small)),11081,8672,5656,52097,Spring,PKR
3837,Rohri,Singal,Gilgit-Baltistan,1328,19/11/2025,29/11/2025,10,39,Male,Pakistani,6,Family,Budget,116610,Flight,111395,57180,41160,326345,Autumn,PKR
3838,Pasrur,Mangla Dam,AJK,147,25/12/2026,04/01/2027,10,22,Female,Pakistani,2,Family,Mid,146500,Road (Hiace),15797,40740,28760,231797,Winter,PKR
3839,Kharan,Rupal Valley,Gilgit-Baltistan,1249,13/06/2026,22/06/2026,9,49,Male,Pakistani,5,Family,Luxury,1045629,Flight,70631,176265,137250,1429775,Summer,PKR
3840,Sharda,Gupis Valley,Gilgit-Baltistan,182,03/10/2026,08/10/2026,5,27,Male,Pakistani,4,Business,Mid,124380,Flight,8023,55160,30860,218423,Autumn,PKR
3841,Nowshera,Charsadda,KPK,37,11/08/2026,16/08/2026,5,37,Male,Pakistani,2,Leisure,Luxury,134090,Road (Hiace),3891,45430,20950,204361,Summer,PKR
3842,Nok Kundi,Dunyapur,Punjab,891,02/10/2025,06/10/2025,4,37,Male,Pakistani,1,Adventure,Mid,46420,Flight,9760,5944,2972,65096,Autumn,PKR
3843,Dera Din Panah,K-2 Base Camp,Gilgit-Baltistan,940,09/09/2025,18/09/2025,9,61,Female,Pakistani,5,Leisure,Mid,247671,Flight,63482,80235,37710,429098,Autumn,PKR
3844,Bhit Shah,Omar Gol,KPK,1475,23/10/2026,29/10/2026,6,61,Female,Pakistani,1,Adventure,Mid,61704,Flight,16504,9390,6792,94390,Autumn,PKR
3845,Mingora,Misgar,Gilgit-Baltistan,358,24/08/2025,30/08/2025,6,49,Male,Pakistani,5,Family,Mid,198810,Flight,19629,49740,42870,311049,Summer,PKR
3846,Risalpur,Kalash Valleys,KPK,184,21/10/2025,27/10/2025,6,47,Female,Foreign,3,Adventure,Budget,65335,Road (Coaster),33802,21175,16948,137260,Autumn,PKR
3847,Khushab,Mastuj,KPK,589,24/05/2025,30/05/2025,6,31,Male,Pakistani,6,Business,Luxury,539136,Flight,49482,166644,106704,861966,Spring,PKR
3848,Mirpur Khas,Chalta Valley,Gilgit-Baltistan,1346,16/07/2026,23/07/2026,7,39,Female,Pakistani,1,Family,Luxury,217679,Flight,16569,29379,19131,282758,Summer,PKR
3849,Naushahro Feroze,Lahore,Punjab,865,28/11/2026,01/12/2026,3,60,Male,Pakistani,3,Business,Luxury,139326,Flight,33787,31104,20376,224593,Autumn,PKR
3850,Qaidabad,Gor Khuttree,KPK,265,03/05/2025,12/05/2025,9,35,Male,Pakistani,3,Family,Budget,84402,Flight,10011,34047,23274,151734,Spring,PKR
3851,Khapalu,Shah Jahan Mosque Thatta,Sindh,1815,04/11/2025,07/11/2025,3,34,Female,Pakistani,3,Family,Mid,71610,Flight,75264,20673,7839,175386,Autumn,PKR
3852,Bhan,Nanga Parbat Base Camp (Fairy Meadows),Gilgit-Baltistan,1700,02/03/2026,12/03/2026,10,51,Female,Pakistani,1,Leisure,Budget,36440,Flight,22040,11960,8110,78550,Spring,PKR
3853,Mohan,Quaid-e-Azam Mausoleum,Sindh,1461,14/03/2026,18/03/2026,4,51,Male,Pakistani,5,Adventure,Mid,163368,Flight,83953,28500,32380,308201,Spring,PKR
3854,Daur,Hopar Valley,Gilgit-Baltistan,1507,31/05/2026,07/06/2026,7,63,Female,Pakistani,4,Adventure,Mid,191702,Flight,69167,69132,32424,362425,Spring,PKR
3855,Bagh,Bhodesar Temples,Sindh,1142,03/02/2026,06/02/2026,3,37,Male,Pakistani,6,Leisure,Budget,51759,Road (Car (Small)),55305,30582,13032,150678,Winter,PKR
3856,Palandri,Kohat,KPK,234,12/02/2025,20/02/2025,8,42,Female,Pakistani,3,Leisure,Mid,217552,Road (Coaster),40197,66984,22056,346789,Winter,PKR
3857,Chichawatni,Kalash Valleys,KPK,756,03/09/2025,13/09/2025,10,40,Male,Pakistani,2,Business,Mid,94100,Flight,16986,32980,34220,178286,Autumn,PKR
3858,Chaman,Rawalakot,AJK,902,15/02/2025,25/02/2025,10,18,Male,Pakistani,2,Adventure,Budget,32250,Flight,20566,23340,10400,86556,Winter,PKR
3859,Bela,Hunza Glacier,Gilgit-Baltistan,1694,03/01/2026,12/01/2026,9,42,Female,Pakistani,5,Leisure,Budget,123336,Flight,116961,39240,37530,317067,Winter,PKR
3860,Sargodha,Bukkur Island,Sindh,820,27/04/2026,01/05/2026,4,52,Male,Pakistani,4,Business,Luxury,170112,Road (Car (SUV)),62916,65184,26384,324596,Spring,PKR
3861,Buner,Pindi Bhattian,Punjab,324,12/06/2026,17/06/2026,5,51,Female,Foreign,5,Business,Mid,159874,Flight,25780,55900,17886,259440,Summer,PKR
3862,Lower Dir,Kallar Kahar,Punjab,256,24/02/2025,28/02/2025,4,27,Female,Pakistani,3,Leisure,Mid,61056,Road (Car (Small)),13740,15948,16308,107052,Winter,PKR
3863,Kazi Ahmed,Shimshal Valley,Gilgit-Baltistan,1352,01/04/2025,08/04/2025,7,60,Male,Pakistani,3,Business,Mid,146370,Flight,50620,47901,28329,273220,Spring,PKR
3864,Kotli,Hunza Glacier,Gilgit-Baltistan,437,30/12/2026,09/01/2027,10,34,Male,Pakistani,1,Business,Budget,50680,Flight,6189,11120,4040,72029,Winter,PKR
3865,Bahawalpur,Kalash Valleys,KPK,935,05/08/2025,10/08/2025,5,46,Male,Pakistani,4,Business,Mid,87990,Flight,47226,30700,31520,197436,Summer,PKR
3866,Chobara,Chikkar,AJK,462,10/11/2026,20/11/2026,10,61,Female,Foreign,2,Adventure,Mid,158951,Road (Car (SUV)),37248,40555,32183,268937,Autumn,PKR
3867,Sakrand,Kalam,KPK,1243,21/05/2026,29/05/2026,8,43,Male,Pakistani,5,Family,Luxury,871728,Flight,68251,124840,63440,1128259,Spring,PKR
3868,Jhang,Jalalpur,Punjab,234,06/05/2025,08/05/2025,2,51,Male,Pakistani,6,Business,Mid,47730,Road (Car (SUV)),17014,22056,9840,96640,Spring,PKR
3869,Bhag,Bahrain,KPK,779,12/05/2025,17/05/2025,5,43,Female,Pakistani,6,Family,Luxury,440730,Flight,62246,94590,103920,701486,Spring,PKR
3870,Bagh,Peshawar Museum,KPK,232,18/02/2025,27/02/2025,9,59,Male,Pakistani,4,Business,Mid,193896,Flight,12326,87948,40896,335066,Winter,PKR
3871,Fort Abbas,Phander Lake,Gilgit-Baltistan,941,19/07/2026,25/07/2026,6,26,Male,Pakistani,1,Business,Budget,27534,Flight,10218,8088,5262,51102,Summer,PKR
3872,Rawalakot,Rahim Yar Khan,Punjab,836,03/06/2026,06/06/2026,3,41,Female,Foreign,3,Leisure,Mid,60070,Flight,41879,14591,12996,129536,Summer,PKR
3873,Landhi,Mansehra,KPK,1418,27/04/2026,02/05/2026,5,46,Male,Pakistani,4,Leisure,Budget,47290,Flight,68322,23400,9960,148972,Spring,PKR
3874,Duki,Ishkoman Valley,Gilgit-Baltistan,1040,30/04/2026,06/05/2026,6,54,Male,Pakistani,6,Leisure,Mid,201222,Flight,77902,66132,52632,397888,Spring,PKR
3875,Buner,Darkot Pass,Gilgit-Baltistan,358,05/09/2026,15/09/2026,10,56,Female,Pakistani,6,Leisure,Mid,245400,Road (Coaster),59684,126900,55080,487064,Autumn,PKR
3876,Abbottabad,Chappar Gali,KPK,19,28/03/2025,02/04/2025,5,65,Female,Pakistani,5,Adventure,Luxury,338550,Road (Hiace),1893,119225,53525,513193,Spring,PKR
3877,Khairpur,Basti Malik,Punjab,237,26/11/2025,01/12/2025,5,32,Male,Foreign,4,Adventure,Budget,29635,Road (Coaster),38835,27859,8600,104929,Autumn,PKR
3878,Kot Momin,Miandam,KPK,400,25/10/2026,01/11/2026,7,43,Female,Pakistani,2,Business,Luxury,217042,Flight,10610,61096,47838,336586,Autumn,PKR
3879,Dera Din Panah,Shrine of Shah Abdul Latif Bhittai,Sindh,583,13/12/2025,16/12/2025,3,39,Female,Foreign,2,Leisure,Budget,16651,Road (Coaster),108620,9770,3578,138619,Winter,PKR
3880,Chhor,Urak Valley,Balochistan,742,04/06/2026,06/06/2026,2,51,Male,Pakistani,3,Adventure,Luxury,96432,Road (Coaster),127319,20412,17304,261467,Summer,PKR
3881,Tangi,Nambal Lake,AJK,243,23/10/2025,29/10/2025,6,21,Female,Pakistani,6,Adventure,Budget,90990,Road (Coaster),33996,31680,31680,188346,Autumn,PKR
3882,Gol Basti,Kamoke,Punjab,347,03/05/2025,05/05/2025,2,18,Male,Pakistani,1,Adventure,Budget,7752,Road (Coaster),58618,2206,824,69400,Spring,PKR
3883,Matiari,Biafo Glacier,Gilgit-Baltistan,1380,21/09/2026,01/10/2026,10,22,Female,Pakistani,6,Leisure,Budget,97620,Flight,114050,49680,47040,308390,Autumn,PKR
3884,Hyderabad,Chishtian,Punjab,724,01/05/2025,04/05/2025,3,35,Female,Pakistani,1,Business,Luxury,48915,Road (Car (SUV)),61489,7173,8064,125641,Spring,PKR
3885,Jafarabad,Hispar Glacier,Gilgit-Baltistan,1138,08/11/2026,15/11/2026,7,58,Female,Foreign,1,Adventure,Mid,98615,Flight,17487,14763,8787,139652,Autumn,PKR
3886,Digri,Kamoke,Punjab,970,15/06/2026,17/06/2026,2,64,Female,Pakistani,4,Leisure,Mid,46552,Road (Car (SUV)),68822,14800,9264,139438,Summer,PKR
3887,New Karachi,Frere Hall,Sindh,14,13/11/2025,18/11/2025,5,49,Male,Pakistani,5,Leisure,Budget,80835,Road (Car (SUV)),1037,41475,21300,144647,Autumn,PKR
3888,Sargodha,Lalian,Punjab,16,17/08/2025,20/08/2025,3,51,Male,Foreign,4,Business,Mid,72637,Road (Coaster),2537,22949,15659,113782,Summer,PKR
3889,Batkhela,Kot Addu,Punjab,599,30/01/2026,01/02/2026,2,64,Female,Pakistani,2,Family,Luxury,52086,Road (Coaster),94378,9016,10328,165808,Winter,PKR
3890,Madyan,Dinga,Punjab,449,06/07/2026,10/07/2026,4,64,Male,Pakistani,5,Family,Mid,103428,Road (Coaster),70710,36280,21500,231918,Summer,PKR
3891,Passu,Kabirwala,Punjab,880,19/04/2026,21/04/2026,2,38,Male,Foreign,4,Adventure,Budget,15700,Flight,54585,7668,6276,84229,Spring,PKR
3892,Dadu,Lodhran,Punjab,543,09/12/2026,13/12/2026,4,23,Female,Foreign,2,Family,Mid,47026,Flight,15691,15035,8803,86555,Winter,PKR
3893,Pasni,Kot Radha Kishan,Punjab,1675,25/09/2025,29/09/2025,4,43,Male,Foreign,6,Business,Budget,52708,Flight,129320,28255,10747,221030,Autumn,PKR
3894,Lyari,Lower Kachura Lake,Gilgit-Baltistan,1713,28/11/2026,06/12/2026,8,53,Female,Pakistani,6,Leisure,Luxury,651000,Flight,143216,202512,104784,1101512,Autumn,PKR
3895,Gwadar,Lodhran,Punjab,1207,26/02/2025,01/03/2025,3,50,Female,Pakistani,2,Family,Luxury,46566,Flight,32377,18588,14550,112081,Winter,PKR
3896,Astore,Thandiani,KPK,242,04/03/2026,09/03/2026,5,26,Male,Foreign,6,Leisure,Mid,183923,Road (Car (Small)),14103,69930,56764,324720,Spring,PKR
3897,Bahrain,Khanaspur,KPK,173,20/10/2025,29/10/2025,9,52,Female,Pakistani,4,Leisure,Budget,86418,Road (Hiace),16632,34632,19800,157482,Autumn,PKR
3898,Kandhkot,Kot Diji Fort,Sindh,118,18/02/2025,22/02/2025,4,57,Male,Pakistani,4,Adventure,Mid,107072,Road (Hiace),11859,35232,28592,182755,Winter,PKR
3899,Leepa Valley,Babusar Top,Gilgit-Baltistan,116,10/09/2025,15/09/2025,5,27,Male,Pakistani,4,Family,Mid,85160,Road (Car (Small)),5130,55380,17560,163230,Autumn,PKR
3900,Lyari,Rumbur Valley,KPK,1651,05/09/2026,14/09/2026,9,28,Female,Pakistani,4,Leisure,Luxury,409176,Flight,73810,122868,66708,672562,Autumn,PKR
3901,Qilla Abdullah,Sadh Belo Temple,Sindh,494,03/02/2025,08/02/2025,5,38,Male,Pakistani,3,Family,Budget,60960,Flight,16485,14880,11130,103455,Winter,PKR
3902,Kandhkot,Batura Glacier,Gilgit-Baltistan,1429,22/02/2026,01/03/2026,7,40,Male,Pakistani,3,Leisure,Luxury,392084,Flight,61493,80073,68460,602110,Winter,PKR
3903,Tando Jan Mohammad,Bahawalnagar,Punjab,820,05/11/2025,10/11/2025,5,65,Female,Pakistani,3,Family,Mid,61920,Flight,28628,28590,12015,131153,Autumn,PKR
3904,Batkhela,Pindi Bhattian,Punjab,419,07/12/2025,12/12/2025,5,19,Male,Pakistani,3,Business,Budget,23670,Flight,18022,13860,9495,65047,Winter,PKR
3905,Mian Channu,Mashabrum,Gilgit-Baltistan,797,12/02/2026,18/02/2026,6,34,Male,Pakistani,4,Family,Mid,178980,Flight,40001,66720,38352,324053,Winter,PKR
3906,Passu,Hasilpur,Punjab,817,29/09/2025,02/10/2025,3,22,Male,Pakistani,2,Business,Luxury,58539,Flight,21082,19926,12522,112069,Autumn,PKR
3907,Chuhar Jamali,East Bay Gwadar,Balochistan,621,08/08/2026,10/08/2026,2,19,Female,Pakistani,2,Business,Mid,15242,Flight,17380,9864,4332,46818,Summer,PKR
3908,Pir Mahal,Khunjerab Pass,Gilgit-Baltistan,905,30/12/2026,08/01/2027,9,34,Female,Foreign,4,Business,Budget,78039,Flight,44898,38562,35348,196847,Winter,PKR
3909,Dheerkot,Narowal,Punjab,278,16/03/2026,19/03/2026,3,35,Female,Pakistani,5,Business,Mid,106443,Road (Car (Small)),12713,18390,20250,157796,Spring,PKR
3910,Sheikhupura,Kund,KPK,332,08/04/2025,17/04/2025,9,42,Male,Pakistani,5,Adventure,Mid,396954,Road (Car (SUV)),24297,103500,41850,566601,Spring,PKR
3911,Samaro,Gupis Valley,Gilgit-Baltistan,1520,24/04/2025,29/04/2025,5,62,Female,Pakistani,6,Business,Luxury,383145,Flight,128376,101190,76380,689091,Spring,PKR
3912,Mamu Kanjan,Safari Park Karachi,Sindh,863,14/03/2026,16/03/2026,2,29,Male,Foreign,5,Leisure,Mid,85883,Flight,61368,20225,12426,179902,Spring,PKR
3913,Karimabad,Fort Abbas,Punjab,956,30/11/2026,02/12/2026,2,63,Female,Pakistani,1,Family,Mid,13398,Flight,13590,2594,2166,31748,Autumn,PKR
3914,Chunian,Balakot,KPK,385,01/12/2025,11/12/2025,10,54,Male,Pakistani,6,Adventure,Mid,260220,Road (Car (SUV)),28171,135840,63180,487411,Winter,PKR
3915,Alpuri,Neelum Valley,AJK,152,15/11/2025,25/11/2025,10,40,Female,Pakistani,1,Business,Mid,136690,Road (Hiace),17359,15570,13880,183499,Autumn,PKR
3916,Arif Wala,Ghulkin,Gilgit-Baltistan,920,18/07/2026,26/07/2026,8,28,Female,Foreign,5,Adventure,Budget,96472,Flight,59675,50023,24897,231067,Summer,PKR
3917,Gulistan-e-Johar,Ghizer Valley,Gilgit-Baltistan,1466,05/01/2025,13/01/2025,8,31,Female,Pakistani,6,Business,Mid,328920,Flight,125742,115152,81552,651366,Winter,PKR
3918,Lalian,Khalti Lake,Gilgit-Baltistan,490,22/05/2025,28/05/2025,6,34,Male,Pakistani,2,Family,Luxury,174234,Road (Car (SUV)),34501,52896,30588,292219,Spring,PKR
3919,Sakrand,Sheikhupura,Punjab,1165,09/07/2026,14/07/2026,5,35,Female,Pakistani,5,Leisure,Budget,44295,Flight,71806,22225,16400,154726,Summer,PKR
3920,Hujra Shah Muqeem,Swat Valley,KPK,570,04/01/2025,09/01/2025,5,40,Male,Pakistani,3,Leisure,Mid,106350,Flight,19555,28095,23595,177595,Winter,PKR
3921,Tando Muhammad Khan,Diamer Valley,Gilgit-Baltistan,1597,03/11/2025,10/11/2025,7,35,Female,Pakistani,2,Business,Mid,62804,Flight,38166,37534,24822,163326,Autumn,PKR
3922,Faisalabad,Minapin,Gilgit-Baltistan,716,16/12/2026,26/12/2026,10,56,Male,Pakistani,3,Business,Mid,277460,Flight,25690,78390,48090,429630,Winter,PKR
3923,Kabal,Hammerhead Gwadar,Balochistan,1455,10/03/2026,15/03/2026,5,29,Male,Foreign,1,Leisure,Mid,48192,Flight,21943,10206,4728,85069,Spring,PKR
3924,Malakwal,Banjosa Lake,AJK,173,16/07/2026,23/07/2026,7,48,Male,Pakistani,5,Business,Mid,190239,Road (Car (SUV)),13155,83265,32165,318824,Summer,PKR
3925,Lodhran,Balakot,KPK,780,18/02/2025,27/02/2025,9,50,Male,Pakistani,6,Family,Mid,404811,Flight,65667,81432,76032,627942,Winter,PKR
3926,Alipur,Mingora,KPK,859,13/05/2025,22/05/2025,9,40,Male,Pakistani,1,Leisure,Mid,131094,Flight,9881,24435,9720,175130,Spring,PKR
3927,Daulatpur,Kamoke,Punjab,1089,02/08/2026,07/08/2026,5,23,Male,Pakistani,6,Adventure,Mid,161385,Road (Car (Small)),48957,39990,36030,286362,Summer,PKR
3928,Sargodha,Mingora,KPK,395,23/06/2025,29/06/2025,6,48,Female,Pakistani,2,Business,Luxury,232758,Flight,10273,59424,24084,326539,Summer,PKR
3929,Islamabad,Kundian,Punjab,220,22/06/2025,25/06/2025,3,45,Male,Pakistani,2,Adventure,Budget,9384,Road (Car (Small)),11281,3624,3792,28081,Summer,PKR
3930,Chagai,Ayun Valley,KPK,1120,22/12/2025,27/12/2025,5,21,Male,Pakistani,3,Adventure,Budget,30550,Flight,43086,19770,9915,103321,Winter,PKR
3931,Kishni,Sillanwali,Punjab,562,22/11/2026,25/11/2026,3,21,Female,Pakistani,1,Business,Budget,7146,Road (Coaster),104732,2229,1890,115997,Autumn,PKR
3932,Kasur,Kot Adu,Punjab,472,08/12/2026,13/12/2026,5,36,Female,Pakistani,1,Leisure,Mid,34500,Road (Car (SUV)),40515,7910,5980,88905,Winter,PKR
3933,Khuzdar,Astore Valley,Gilgit-Baltistan,1477,28/04/2026,04/05/2026,6,26,Female,Pakistani,5,Leisure,Mid,165510,Flight,93214,64410,42480,365614,Spring,PKR
3934,Nushki,Hujra Shah Muqeem,Punjab,973,23/08/2025,27/08/2025,4,62,Male,Pakistani,6,Family,Mid,136908,Flight,70095,39264,29832,276099,Summer,PKR
3935,Banjosa,Chichawatni,Punjab,517,21/11/2026,25/11/2026,4,57,Female,Foreign,3,Family,Budget,28297,Road (Coaster),91933,12095,6972,139297,Autumn,PKR
3936,Shorkot,Gujrat,Punjab,298,26/08/2025,28/08/2025,2,41,Male,Pakistani,4,Adventure,Luxury,100896,Road (Coaster),43297,20032,11472,175697,Summer,PKR
3937,Hala,Gondogoro La,Gilgit-Baltistan,1738,17/01/2026,22/01/2026,5,38,Female,Foreign,5,Family,Mid,254517,Flight,132396,49774,42532,479219,Winter,PKR
3938,Talagang,Karimabad,Gilgit-Baltistan,494,18/12/2025,23/12/2025,5,37,Male,Pakistani,1,Business,Mid,64465,Flight,6597,8670,7190,86922,Winter,PKR
3939,Malir,Ayubia,KPK,1500,01/05/2025,08/05/2025,7,48,Male,Pakistani,4,Family,Mid,174930,Flight,69508,48860,30380,323678,Spring,PKR
3940,Kabal,Mahodand Lake,KPK,123,01/01/2025,06/01/2025,5,62,Male,Pakistani,5,Leisure,Luxury,382845,Road (Car (SUV)),9511,70475,83425,546256,Winter,PKR
3941,Mirpur Khas,Talash,KPK,1146,29/09/2025,06/10/2025,7,54,Female,Pakistani,1,Leisure,Mid,83930,Flight,15919,17675,10283,127807,Autumn,PKR
3942,Shakargarh,Spin Karez,Balochistan,1108,21/12/2025,23/12/2025,2,36,Male,Pakistani,5,Leisure,Luxury,149976,Flight,64948,30520,21510,266954,Winter,PKR
3943,Jhawarian,Kamoke,Punjab,158,24/09/2026,28/09/2026,4,35,Male,Pakistani,1,Leisure,Budget,8044,Road (Car (Small)),8890,4104,2400,23438,Autumn,PKR
3944,Rohillanwali,Salmanabad,Gilgit-Baltistan,999,29/03/2025,04/04/2025,6,43,Female,Pakistani,2,Family,Mid,62154,Road (Car (SUV)),75653,18420,18960,175187,Spring,PKR
3945,Rawalpindi,Hopar Valley,Gilgit-Baltistan,364,04/08/2026,13/08/2026,9,19,Female,Pakistani,3,Leisure,Mid,152874,Flight,14054,61263,33966,262157,Summer,PKR
3946,Gulistan-e-Johar,Sethi House,KPK,1262,30/11/2025,05/12/2025,5,56,Male,Pakistani,5,Family,Mid,208995,Flight,76186,63025,27400,375606,Autumn,PKR
3947,Thari Mirwah,Sheikhupura,Punjab,1082,01/09/2026,04/09/2026,3,30,Male,Pakistani,3,Family,Mid,71232,Road (Car (SUV)),82095,13860,7758,174945,Autumn,PKR
3948,Dera Bugti,Astore Valley,Gilgit-Baltistan,920,25/02/2026,03/03/2026,6,51,Female,Pakistani,6,Leisure,Budget,95130,Flight,64351,42624,27360,229465,Winter,PKR
3949,Bhakkar,Chalta Valley,Gilgit-Baltistan,635,10/02/2025,18/02/2025,8,58,Male,Pakistani,4,Leisure,Mid,183536,Road (Car (SUV)),49860,56416,33760,323572,Winter,PKR
3950,Pasni,Kurram Valley,KPK,1206,29/09/2026,09/10/2026,10,59,Male,Pakistani,6,Family,Mid,264180,Flight,78916,134520,100260,577876,Autumn,PKR
