Trip ID,Destination,Region,Start date,End date,Duration (days),Traveler age,Traveler gender,Traveler nationality,Group size,Trip type,Accommodation type,Accommodation cost,Transportation type,Transportation cost,Food cost,Activities cost,Total cost,Season,Currency
4086,Mahabat Khan Mosque,KPK,2026-08-13,2026-08-20,7,35,Female,Pakistani,2,Leisure,Luxury,201649,Road,44616,85386,28553,360204,Summer,PKR
4087,Pir Chinasi,AJK,2025-03-08,2025-03-13,5,26,Female,Foreign,1,Adventure,Mid,71830,Road,875,11225,9365,93295,Spring,PKR
4088,Quaid-e-Azam Mausoleum,Sindh,2025-10-11,2025-10-17,6,48,Male,Pakistani,1,Family,Mid,65430,Road,29486,13626,8856,117398,Autumn,PKR
4089,Kargah Buddha,Gilgit-Baltistan,2025-12-09,2025-12-16,7,49,Female,Foreign,2,Family,Budget,22939,Flight,64502,17892,7497,112830,Winter,PKR
4090,Pir Ghaib Waterfall,Balochistan,2025-01-04,2025-01-11,7,57,Female,Pakistani,1,Adventure,Mid,84329,Road,19872,15344,11172,130717,Winter,PKR
4091,Daska,Punjab,2025-10-17,2025-10-27,10,45,Female,Pakistani,4,Leisure,Mid,72310,Road,39093,119600,8320,239323,Autumn,PKR
4092,Banjon,AJK,2026-05-04,2026-05-14,10,54,Female,Pakistani,4,Family,Budget,48250,Road,4324,50120,6170,108864,Spring,PKR
4093,Shandur Top,KPK,2026-07-10,2026-07-20,10,34,Female,Pakistani,5,Adventure,Mid,123980,Road,15235,165100,11970,316285,Summer,PKR
4094,Attabad Lake,Gilgit-Baltistan,2026-02-02,2026-02-11,9,52,Female,Foreign,1,Adventure,Budget,33588,Road,35073,14904,7056,90621,Winter,PKR
4095,Rawalpindi,Punjab,2025-03-15,2025-03-18,3,46,Male,Pakistani,2,Leisure,Mid,23967,Road,7215,17244,5667,54093,Spring,PKR
4096,Mirpur,AJK,2025-07-14,2025-07-22,8,40,Female,Foreign,4,Business,Budget,31472,Flight,79532,59360,7800,178164,Summer,PKR
4097,Kamoke,Punjab,2026-11-26,2026-12-04,8,42,Female,Foreign,3,Adventure,Luxury,196256,Flight,83043,73992,13864,367155,Autumn,PKR
4098,Frere Hall,Sindh,2026-06-25,2026-07-05,10,27,Female,Foreign,2,Family,Budget,58800,Road,23425,39980,8740,130945,Summer,PKR
4099,East Bay Gwadar,Balochistan,2026-08-25,2026-09-02,8,36,Male,Foreign,5,Business,Budget,50560,Road,25257,80280,5728,161825,Summer,PKR
4100,Skardu,Gilgit-Baltistan,2025-06-30,2025-07-08,8,27,Male,Foreign,2,Leisure,Mid,83960,Flight,44620,38608,10136,177324,Summer,PKR
4101,Toba Tek Singh,Punjab,2026-11-28,2026-12-02,4,34,Male,Pakistani,5,Business,Mid,27068,Road,11116,47860,7756,93800,Autumn,PKR
4102,Pakka Qila Hyderabad,Sindh,2026-12-07,2026-12-16,9,33,Male,Foreign,4,Family,Budget,39942,Road,2796,70200,7092,120030,Winter,PKR
4103,Mahodand Lake,KPK,2026-02-28,2026-03-06,6,26,Female,Foreign,2,Family,Budget,23304,Flight,79736,15204,5016,123260,Winter,PKR
4104,Gupis Valley,Gilgit-Baltistan,2026-02-28,2026-03-03,3,46,Female,Foreign,5,Leisure,Mid,42351,Flight,214730,35745,4578,297404,Winter,PKR
4105,Mansehra,KPK,2025-11-25,2025-11-28,3,32,Male,Foreign,2,Adventure,Luxury,105480,Road,7224,30762,12450,155916,Autumn,PKR
4106,Jalalabad,Gilgit-Baltistan,2026-03-29,2026-04-07,9,56,Female,Foreign,4,Leisure,Mid,99603,Road,39244,105984,17163,261994,Spring,PKR
4107,Sultanabad,Gilgit-Baltistan,2026-10-27,2026-11-06,10,36,Male,Foreign,4,Business,Luxury,354020,Road,12386,162000,33230,561636,Autumn,PKR
4108,Bagh,AJK,2025-01-10,2025-01-20,10,56,Male,Pakistani,2,Leisure,Budget,35070,Flight,60726,32400,5290,133486,Winter,PKR
4109,Hafizabad,Punjab,2026-11-27,2026-12-06,9,53,Male,Pakistani,3,Business,Mid,70047,Flight,54579,62748,16092,203466,Autumn,PKR
4110,Katas Raj Temples,Punjab,2026-12-03,2026-12-05,2,60,Male,Pakistani,3,Family,Mid,15110,Road,13104,18138,2310,48662,Winter,PKR
4111,Chagai Hills,Balochistan,2025-02-13,2025-02-21,8,26,Female,Pakistani,1,Adventure,Mid,110008,Road,49120,22928,14680,196736,Winter,PKR
4112,Mangla Dam,AJK,2025-03-14,2025-03-20,6,51,Male,Pakistani,1,Leisure,Luxury,132738,Road,4836,36564,23538,197676,Spring,PKR
4113,Ghizer Valley,Gilgit-Baltistan,2026-01-06,2026-01-08,2,26,Female,Foreign,3,Adventure,Mid,25918,Road,26332,14874,2000,69124,Winter,PKR
4114,Mochi Kot,KPK,2026-07-26,2026-08-04,9,25,Female,Foreign,2,Adventure,Mid,89991,Flight,89688,38916,12303,230898,Summer,PKR
4115,Shandur Top,KPK,2026-06-18,2026-06-24,6,31,Female,Pakistani,2,Adventure,Luxury,135984,Road,4536,73920,25740,240180,Summer,PKR
4116,Rahim Yar Khan,Punjab,2026-10-21,2026-10-27,6,41,Male,Pakistani,3,Adventure,Budget,16062,Road,6144,24624,2778,49608,Autumn,PKR
4117,Balakot,KPK,2025-01-29,2025-02-03,5,23,Male,Pakistani,5,Leisure,Mid,65310,Road,14224,64525,7800,151859,Winter,PKR
4118,Chitral,KPK,2025-05-18,2025-05-20,2,54,Female,Pakistani,5,Business,Mid,17422,Road,16889,20840,3824,58975,Spring,PKR
4119,Dera Ismail Khan,KPK,2026-01-26,2026-02-05,10,60,Male,Foreign,2,Family,Luxury,234440,Road,11070,82620,27650,355780,Winter,PKR
4120,Kharan Desert,Balochistan,2025-01-19,2025-01-21,2,46,Male,Foreign,1,Family,Budget,7816,Flight,28054,3878,1992,41740,Winter,PKR
4121,Shigar Fort,Gilgit-Baltistan,2025-11-16,2025-11-19,3,52,Male,Foreign,1,Business,Mid,32214,Road,13120,9942,5265,60541,Autumn,PKR
4122,Sadiq Garh Palace,Punjab,2026-04-21,2026-05-01,10,37,Female,Foreign,3,Business,Budget,33720,Road,5328,48150,6410,93608,Spring,PKR
4123,Qissa Khwani Bazaar,KPK,2026-11-17,2026-11-27,10,51,Male,Pakistani,2,Adventure,Mid,111500,Road,25596,74180,20720,231996,Autumn,PKR
4124,Dera Ghazi Khan,Punjab,2025-12-07,2025-12-15,8,19,Female,Pakistani,1,Leisure,Mid,80376,Flight,25458,25736,11408,142978,Winter,PKR
4125,Paradise Point,Sindh,2025-04-01,2025-04-11,10,60,Male,Foreign,4,Business,Mid,118250,Flight,175076,110640,20580,424546,Spring,PKR
4126,Pir Chinasi,AJK,2026-01-19,2026-01-27,8,51,Female,Pakistani,5,Adventure,Luxury,235008,Road,7364,269920,33424,545716,Winter,PKR
4127,Wah Cantonment,Punjab,2025-07-18,2025-07-20,2,38,Female,Foreign,5,Leisure,Mid,15700,Road,7020,34300,3352,60372,Summer,PKR
4128,Dheerkot,AJK,2026-04-27,2026-05-06,9,51,Female,Pakistani,1,Business,Luxury,334341,Road,16095,44559,21708,416703,Spring,PKR
4129,Peshawar Museum,KPK,2025-09-18,2025-09-20,2,54,Female,Foreign,2,Adventure,Budget,7560,Road,5728,6200,1794,21282,Autumn,PKR
4130,Darkot Pass,Gilgit-Baltistan,2025-12-19,2025-12-29,10,23,Female,Foreign,4,Family,Budget,37620,Road,41114,73680,8410,160824,Winter,PKR
4131,Upper Dir,KPK,2026-10-13,2026-10-15,2,32,Female,Pakistani,2,Adventure,Budget,7456,Road,7935,5420,1696,22507,Autumn,PKR
4132,Dera Ismail Khan,KPK,2026-06-18,2026-06-20,2,60,Male,Pakistani,3,Leisure,Budget,8044,Road,13542,12702,1880,36168,Summer,PKR
4133,Pakistan Maritime Museum,Sindh,2025-01-10,2025-01-15,5,57,Male,Pakistani,4,Adventure,Mid,67705,Road,23376,43580,9685,144346,Winter,PKR
4134,Khanewal,Punjab,2026-03-14,2026-03-18,4,43,Male,Pakistani,4,Adventure,Mid,32628,Road,5579,38352,3824,80383,Spring,PKR
4135,Leepa Valley,AJK,2025-10-03,2025-10-08,5,45,Male,Pakistani,2,Family,Mid,59635,Flight,71310,24970,10440,166355,Autumn,PKR
4136,Bala Hissar (Gilgit),Gilgit-Baltistan,2025-11-16,2025-11-23,7,21,Male,Foreign,2,Leisure,Mid,66787,Road,11376,51156,14644,143963,Autumn,PKR
4137,Parachinar,KPK,2025-05-30,2025-06-08,9,32,Male,Pakistani,1,Adventure,Mid,91962,Road,23490,33426,17235,166113,Spring,PKR
4138,Gupis Valley,Gilgit-Baltistan,2026-03-28,2026-04-01,4,31,Male,Foreign,3,Leisure,Mid,58216,Road,30884,29364,5388,123852,Spring,PKR
4139,Narowal,Punjab,2026-02-23,2026-02-28,5,49,Female,Foreign,4,Business,Mid,55255,Road,12899,44560,7430,120144,Winter,PKR
4140,Khunjerab Pass,Gilgit-Baltistan,2025-11-22,2025-11-30,8,55,Male,Pakistani,3,Family,Budget,25880,Road,22316,40992,6472,95660,Autumn,PKR
4141,Toli Pir,AJK,2026-06-09,2026-06-15,6,36,Male,Foreign,5,Leisure,Mid,70884,Road,5408,88590,9732,174614,Summer,PKR
4142,Khaplu,Gilgit-Baltistan,2025-02-22,2025-03-04,10,34,Female,Foreign,4,Family,Mid,100270,Flight,98144,151200,24040,373654,Winter,PKR
4143,Moola Chotok,Balochistan,2026-04-09,2026-04-18,9,29,Male,Pakistani,5,Adventure,Mid,79731,Road,4352,103050,20502,207635,Spring,PKR
4144,Babusar Top,KPK,2025-09-19,2025-09-27,8,53,Female,Foreign,3,Family,Budget,36032,Road,2232,30168,8240,76672,Autumn,PKR
4145,Kund,KPK,2025-11-01,2025-11-08,7,24,Female,Foreign,1,Leisure,Mid,90517,Road,2407,21812,16695,131431,Autumn,PKR
4146,Nathia Gali,KPK,2025-10-26,2025-11-02,7,29,Male,Foreign,1,Business,Mid,97965,Road,39776,24465,16576,178782,Autumn,PKR
4147,Sharda,AJK,2026-02-18,2026-02-23,5,43,Male,Pakistani,4,Family,Mid,40935,Road,36129,75100,7065,159229,Winter,PKR
4148,Hunza Valley,Gilgit-Baltistan,2026-10-29,2026-11-04,6,30,Female,Pakistani,2,Leisure,Mid,53208,Road,9204,24420,11190,98022,Autumn,PKR
4149,Quaid-e-Azam Mausoleum,Sindh,2025-11-26,2025-11-29,3,30,Male,Pakistani,5,Leisure,Luxury,98943,Road,39793,75990,11553,226279,Autumn,PKR
4150,Bhurban,Punjab,2025-05-12,2025-05-18,6,22,Female,Foreign,5,Family,Budget,18114,Road,902,56070,4602,79688,Spring,PKR
4151,East Bay Gwadar,Balochistan,2026-12-29,2027-01-07,9,26,Female,Pakistani,3,Business,Budget,42669,Road,10848,38232,9045,100794,Winter,PKR
4152,Gulmit,Gilgit-Baltistan,2025-08-28,2025-08-30,2,23,Male,Pakistani,2,Leisure,Mid,25236,Flight,63732,14240,3482,106690,Summer,PKR
4153,Gujrat,Punjab,2025-04-19,2025-04-29,10,41,Male,Pakistani,3,Leisure,Luxury,185300,Road,28721,106740,17670,338431,Spring,PKR
4154,Babusar Top,KPK,2025-04-28,2025-05-01,3,36,Female,Pakistani,1,Family,Mid,39537,Flight,21661,8238,5925,75361,Spring,PKR
4155,Chalt,Gilgit-Baltistan,2025-12-17,2025-12-27,10,57,Female,Pakistani,5,Business,Luxury,309790,Road,34488,323200,41840,709318,Winter,PKR
4156,Kot Addu,Punjab,2026-06-21,2026-06-30,9,35,Female,Foreign,4,Family,Luxury,267219,Road,24627,124380,17676,433902,Summer,PKR
4157,Gandhara,KPK,2025-11-06,2025-11-11,5,25,Male,Pakistani,5,Adventure,Luxury,154030,Road,28800,163500,22765,369095,Autumn,PKR
4158,Karimabad,Gilgit-Baltistan,2026-11-13,2026-11-15,2,23,Female,Pakistani,5,Business,Luxury,61424,Road,31944,47290,8176,148834,Autumn,PKR
4159,Khewra Salt Mines,Punjab,2025-07-30,2025-08-01,2,31,Female,Foreign,3,Family,Budget,5602,Road,3456,8886,970,18914,Summer,PKR
4160,Blind Lake,Gilgit-Baltistan,2025-09-19,2025-09-24,5,43,Male,Foreign,3,Business,Luxury,167600,Flight,47073,65160,10355,290188,Autumn,PKR
4161,Derawar Fort,Punjab,2026-08-18,2026-08-23,5,51,Male,Pakistani,2,Adventure,Mid,48810,Road,10989,24850,8990,93639,Summer,PKR
4162,Kot Addu,Punjab,2025-03-04,2025-03-09,5,30,Female,Pakistani,2,Family,Budget,17775,Road,4032,11510,2930,36247,Spring,PKR
4163,Toli Pir,AJK,2025-09-05,2025-09-07,2,52,Male,Pakistani,5,Business,Budget,6834,Road,5836,14570,1456,28696,Autumn,PKR
4164,Ansoo Lake,KPK,2026-10-09,2026-10-17,8,52,Male,Foreign,2,Leisure,Luxury,228928,Flight,78700,82656,34592,424876,Autumn,PKR
4165,Sher Qilla,Gilgit-Baltistan,2025-04-06,2025-04-11,5,21,Male,Foreign,1,Family,Budget,15825,Road,23720,9165,4205,52915,Spring,PKR
4166,Phander Valley,Gilgit-Baltistan,2026-03-24,2026-03-29,5,49,Male,Foreign,2,Adventure,Mid,50960,Road,40356,29780,5580,126676,Spring,PKR
4167,Danyore Rock Carvings,Gilgit-Baltistan,2025-03-14,2025-03-16,2,19,Male,Foreign,1,Leisure,Budget,7730,Road,31368,3780,1686,44564,Spring,PKR
4168,Lower Kachura Lake,Gilgit-Baltistan,2025-08-21,2025-08-28,7,53,Female,Pakistani,5,Family,Mid,92386,Road,22070,103810,15995,234261,Summer,PKR
4169,Ratti Gali Lake,AJK,2025-12-29,2026-01-02,4,51,Male,Foreign,5,Business,Mid,46728,Road,20976,74460,8712,150876,Winter,PKR
4170,Pir Chinasi,AJK,2026-08-09,2026-08-12,3,50,Female,Foreign,4,Leisure,Mid,29325,Flight,102704,33612,3543,169184,Summer,PKR
4171,Rawalakot,AJK,2025-03-18,2025-03-24,6,59,Male,Foreign,3,Business,Mid,78654,Road,18188,53280,6048,156170,Spring,PKR
4172,Kalash Valleys,KPK,2025-07-02,2025-07-08,6,38,Male,Pakistani,3,Business,Budget,20166,Road,11312,34938,6918,73334,Summer,PKR
4173,Haldik,Gilgit-Baltistan,2025-03-12,2025-03-16,4,50,Male,Pakistani,1,Business,Luxury,112232,Road,3700,17008,18388,151328,Spring,PKR
4174,Babusar Top,Gilgit-Baltistan,2026-03-25,2026-03-27,2,60,Male,Pakistani,5,Family,Mid,21362,Road,5170,34250,3074,63856,Spring,PKR
4175,Arif Wala,Punjab,2025-05-19,2025-05-22,3,25,Female,Foreign,2,Adventure,Budget,7419,Road,9044,11556,1287,29306,Spring,PKR
4176,Danyore Rock Carvings,Gilgit-Baltistan,2025-12-13,2025-12-16,3,59,Male,Pakistani,5,Family,Mid,36783,Road,17806,52335,4845,111769,Winter,PKR
4177,Dera Ismail Khan,KPK,2025-07-09,2025-07-15,6,25,Male,Pakistani,5,Leisure,Mid,78750,Road,8353,118530,12804,218437,Summer,PKR
4178,Mian Channu,Punjab,2026-06-12,2026-06-17,5,45,Male,Pakistani,2,Adventure,Mid,32025,Road,23660,32230,5710,93625,Summer,PKR
4179,Muzaffargarh,Punjab,2026-04-09,2026-04-11,2,44,Male,Foreign,2,Business,Mid,17080,Road,7740,11456,2650,38926,Spring,PKR
4180,Jaranwala,Punjab,2025-12-12,2025-12-19,7,41,Male,Pakistani,5,Leisure,Budget,15351,Road,4520,63105,2947,85923,Winter,PKR
4181,Rani Bagh Hyderabad,Sindh,2026-12-14,2026-12-17,3,29,Male,Pakistani,2,Business,Budget,12741,Road,24680,14190,3330,54941,Winter,PKR
4182,Toba Tek Singh,Punjab,2025-12-10,2025-12-20,10,36,Female,Pakistani,2,Business,Mid,108590,Road,6320,66760,16840,198510,Winter,PKR
4183,Gulmit,Gilgit-Baltistan,2025-06-19,2025-06-21,2,31,Female,Pakistani,2,Adventure,Luxury,68982,Road,35900,24384,9066,138332,Summer,PKR
4184,Mingora,KPK,2025-05-25,2025-05-30,5,39,Female,Foreign,5,Family,Luxury,144555,Road,4740,172900,17750,339945,Spring,PKR
4185,Malam Jabba,KPK,2026-01-10,2026-01-13,3,57,Male,Foreign,2,Business,Luxury,75234,Road,8074,24900,6579,114787,Winter,PKR
4186,Mirpur,AJK,2026-01-21,2026-01-28,7,58,Female,Foreign,3,Business,Mid,96565,Road,7833,59157,13888,177443,Winter,PKR
4187,Bhurban,Punjab,2025-07-30,2025-08-02,3,55,Male,Pakistani,3,Adventure,Budget,7038,Road,3164,13050,1830,25082,Summer,PKR
4188,Attock,Punjab,2026-08-22,2026-08-31,9,55,Female,Pakistani,4,Family,Luxury,149121,Road,2133,130572,26478,308304,Summer,PKR
4189,Dainyor,Gilgit-Baltistan,2026-05-31,2026-06-02,2,33,Male,Pakistani,3,Family,Budget,8934,Road,8208,9108,2276,28526,Spring,PKR
4190,Ishkoman Valley,Gilgit-Baltistan,2025-10-17,2025-10-24,7,53,Female,Pakistani,3,Business,Mid,102256,Road,31212,81207,13601,228276,Autumn,PKR
4191,Taxila,Punjab,2025-01-24,2025-02-01,8,39,Female,Foreign,3,Leisure,Budget,27440,Road,8588,27480,5760,69268,Winter,PKR
4192,Sahiwal,Punjab,2025-11-24,2025-11-26,2,53,Female,Foreign,3,Family,Budget,6546,Road,18835,6984,854,33219,Autumn,PKR
4193,Hopar Valley,Gilgit-Baltistan,2025-06-14,2025-06-23,9,46,Female,Pakistani,5,Family,Mid,127872,Flight,198485,127845,21069,475271,Summer,PKR
4194,Leepa Valley,AJK,2026-04-17,2026-04-19,2,39,Male,Foreign,4,Leisure,Budget,10410,Road,4134,15216,2334,32094,Spring,PKR
4195,Ganga Lake (Chitta Katha),AJK,2026-09-08,2026-09-18,10,49,Male,Foreign,4,Adventure,Mid,136690,Road,38517,143400,21520,340127,Autumn,PKR
4196,Takht-i-Bahi,KPK,2026-09-06,2026-09-12,6,37,Male,Foreign,5,Adventure,Mid,52860,Road,32788,111180,12996,209824,Autumn,PKR
4197,Kartarpur Corridor,Punjab,2026-08-19,2026-08-23,4,60,Female,Foreign,1,Adventure,Budget,11316,Flight,38370,4344,2400,56430,Summer,PKR
4198,Kahror Pakka,Punjab,2026-11-09,2026-11-14,5,52,Male,Foreign,3,Family,Mid,44220,Flight,117150,39600,7685,208655,Autumn,PKR
4199,Narowal,Punjab,2026-02-15,2026-02-19,4,29,Female,Foreign,2,Adventure,Budget,11280,Road,29920,14016,2624,57840,Winter,PKR
4200,Nowshera,KPK,2025-07-31,2025-08-10,10,55,Female,Foreign,3,Family,Budget,43050,Flight,127722,63300,11120,245192,Summer,PKR
4201,Takht-i-Bahi,KPK,2025-06-12,2025-06-19,7,19,Male,Pakistani,1,Adventure,Mid,97958,Road,12600,14847,9107,134512,Summer,PKR
4202,Narowal,Punjab,2026-04-01,2026-04-07,6,28,Female,Pakistani,5,Leisure,Luxury,129048,Road,24038,119490,9222,281798,Spring,PKR
4203,Shimshal Valley,Gilgit-Baltistan,2026-11-24,2026-11-27,3,35,Male,Foreign,4,Family,Luxury,83040,Road,24896,81768,7137,196841,Autumn,PKR
4204,Laram Top,KPK,2025-03-31,2025-04-03,3,26,Male,Pakistani,4,Family,Mid,38328,Road,4857,35472,7317,85974,Spring,PKR
4205,Balakot,KPK,2025-04-18,2025-04-21,3,58,Male,Foreign,4,Adventure,Mid,25698,Road,2816,26316,3801,58631,Spring,PKR
4206,Peshawar Museum,KPK,2025-03-22,2025-03-29,7,40,Female,Pakistani,1,Adventure,Mid,67949,Road,13662,19789,16464,117864,Spring,PKR
4207,Chappar Gali,KPK,2025-03-14,2025-03-16,2,21,Male,Foreign,1,Family,Mid,21234,Road,13949,4042,2822,42047,Spring,PKR
4208,Khalti Lake,Gilgit-Baltistan,2025-05-28,2025-06-02,5,32,Male,Pakistani,2,Adventure,Mid,42025,Road,3840,25590,7075,78530,Spring,PKR
4209,Nowshera,KPK,2026-01-14,2026-01-19,5,40,Male,Foreign,5,Business,Mid,74935,Road,22875,57625,10930,166365,Winter,PKR
4210,Nambal Lake,AJK,2026-08-11,2026-08-17,6,55,Male,Pakistani,3,Leisure,Mid,51354,Road,5344,49788,10782,117268,Summer,PKR
4211,Jaranwala,Punjab,2026-11-15,2026-11-24,9,27,Female,Foreign,2,Family,Mid,59157,Road,17424,61326,13392,151299,Autumn,PKR
4212,Shakargarh,Punjab,2026-02-12,2026-02-18,6,56,Female,Foreign,3,Adventure,Mid,57480,Road,4351,50760,8112,120703,Winter,PKR
4213,Bannu,KPK,2026-06-23,2026-07-02,9,25,Male,Foreign,3,Leisure,Mid,91935,Road,1900,86238,19566,199639,Summer,PKR
4214,Bhakkar,Punjab,2025-06-13,2025-06-15,2,25,Male,Foreign,4,Business,Budget,4838,Road,10639,12792,1242,29511,Summer,PKR
4215,Rawalakot,AJK,2026-04-07,2026-04-10,3,23,Female,Foreign,2,Leisure,Budget,11118,Road,7560,12516,3429,34623,Spring,PKR
4216,Bhodesar Temples,Sindh,2026-01-10,2026-01-16,6,51,Female,Foreign,1,Adventure,Mid,57498,Flight,30029,23352,13008,123887,Winter,PKR
4217,Bagh,AJK,2025-10-12,2025-10-15,3,31,Male,Foreign,1,Family,Budget,16188,Flight,29466,3771,3210,52635,Autumn,PKR
4218,Dera Ismail Khan,KPK,2025-06-14,2025-06-20,6,38,Male,Pakistani,1,Business,Luxury,205554,Road,13225,27126,13860,259765,Summer,PKR
4219,Khalti Lake,Gilgit-Baltistan,2026-05-29,2026-06-03,5,26,Female,Pakistani,2,Adventure,Luxury,118080,Flight,89924,63590,14210,285804,Spring,PKR
4220,East Bay Gwadar,Balochistan,2025-09-04,2025-09-09,5,46,Female,Foreign,2,Business,Budget,21740,Road,17871,23980,4080,67671,Autumn,PKR
4221,Swabi,KPK,2026-05-21,2026-05-25,4,46,Male,Foreign,1,Business,Mid,38352,Road,46629,11040,8496,104517,Spring,PKR
4222,Malam Jabba,KPK,2025-05-31,2025-06-10,10,32,Male,Foreign,2,Adventure,Mid,114630,Road,20280,49640,11680,196230,Spring,PKR
4223,Chalta Valley,Gilgit-Baltistan,2026-05-10,2026-05-17,7,25,Female,Pakistani,2,Family,Budget,28287,Flight,30918,21770,6888,87863,Spring,PKR
4224,Saral Lake,AJK,2026-05-18,2026-05-28,10,60,Male,Foreign,5,Adventure,Mid,127700,Road,5312,159250,12470,304732,Spring,PKR
4225,Khushab,Punjab,2025-06-16,2025-06-22,6,28,Male,Pakistani,4,Family,Mid,47232,Road,19890,56688,5682,129492,Summer,PKR
4226,Danyore Rock Carvings,Gilgit-Baltistan,2025-08-16,2025-08-26,10,35,Female,Foreign,2,Family,Mid,141330,Flight,69642,72240,18820,302032,Summer,PKR
4227,Gandhara,KPK,2026-06-07,2026-06-10,3,20,Male,Foreign,3,Family,Luxury,80226,Road,8601,54828,13101,156756,Summer,PKR
4228,Dunyapur,Punjab,2026-02-19,2026-02-26,7,19,Female,Pakistani,3,Family,Mid,50533,Flight,134322,40425,11340,236620,Winter,PKR
4229,Paradise Point,Sindh,2026-01-23,2026-02-02,10,34,Male,Pakistani,2,Business,Budget,46300,Road,28911,37240,6250,118701,Winter,PKR
4230,Langar,KPK,2026-03-17,2026-03-21,4,54,Male,Foreign,2,Leisure,Mid,51552,Road,8214,16320,6192,82278,Spring,PKR
4231,Murtazabad,Gilgit-Baltistan,2026-09-18,2026-09-21,3,32,Female,Foreign,2,Leisure,Luxury,78762,Road,16488,36882,12321,144453,Autumn,PKR
4232,Gujrat,Punjab,2026-05-03,2026-05-10,7,41,Male,Pakistani,5,Adventure,Luxury,192045,Road,5568,133280,11130,342023,Spring,PKR
4233,Kohat,KPK,2026-07-12,2026-07-17,5,58,Female,Pakistani,4,Adventure,Budget,23940,Road,2323,30440,4070,60773,Summer,PKR
4234,Spin Karez,Balochistan,2026-02-25,2026-02-27,2,30,Female,Foreign,5,Family,Mid,25402,Road,18305,26320,4312,74339,Winter,PKR
4235,Bukkur Island,Sindh,2025-03-28,2025-04-05,8,49,Female,Pakistani,5,Business,Mid,87952,Road,7920,121040,16624,233536,Spring,PKR
4236,Qissa Khwani Bazaar,KPK,2025-06-13,2025-06-15,2,41,Female,Foreign,3,Family,Mid,18982,Road,1280,13908,4148,38318,Summer,PKR
4237,Khaplu Fort,Gilgit-Baltistan,2025-12-01,2025-12-10,9,58,Male,Foreign,2,Family,Mid,107775,Flight,87018,54684,20070,269547,Winter,PKR
4238,Kotli,AJK,2025-12-06,2025-12-11,5,41,Male,Pakistani,1,Business,Luxury,140300,Road,2790,24170,20850,188110,Winter,PKR
4239,Pir Chinasi,AJK,2026-09-25,2026-10-03,8,22,Male,Pakistani,2,Family,Budget,28384,Flight,88252,24656,8928,150220,Autumn,PKR
4240,Gindai Gol,Gilgit-Baltistan,2025-03-28,2025-04-05,8,37,Female,Foreign,5,Adventure,Mid,85488,Road,15806,80840,12248,194382,Spring,PKR
4241,Dunga Gali,KPK,2026-06-12,2026-06-17,5,37,Female,Pakistani,5,Family,Mid,50245,Road,1824,85800,12170,150039,Summer,PKR
4242,Dainyor,Gilgit-Baltistan,2025-09-02,2025-09-05,3,35,Female,Pakistani,1,Business,Budget,9657,Road,7866,5403,1557,24483,Autumn,PKR
4243,Mangla Dam,AJK,2026-05-25,2026-06-04,10,51,Female,Foreign,4,Adventure,Budget,38800,Road,22640,56440,8250,126130,Spring,PKR
4244,Chalt,Gilgit-Baltistan,2025-08-25,2025-09-01,7,58,Male,Foreign,3,Family,Mid,91154,Flight,134487,72450,15211,313302,Summer,PKR
4245,Frere Hall,Sindh,2025-09-21,2025-09-26,5,24,Female,Foreign,1,Business,Mid,40280,Road,20124,15660,6635,82699,Autumn,PKR
4246,Dunga Gali,KPK,2026-10-24,2026-10-28,4,48,Male,Pakistani,3,Leisure,Budget,16764,Road,11664,14712,3212,46352,Autumn,PKR
4247,Shimshal Valley,Gilgit-Baltistan,2025-02-04,2025-02-07,3,28,Female,Foreign,1,Adventure,Mid,28572,Road,36148,9612,5520,79852,Winter,PKR
4248,Paradise Point,Sindh,2026-04-23,2026-04-25,2,44,Female,Foreign,3,Adventure,Luxury,65014,Flight,63090,21390,6032,155526,Spring,PKR
4249,Bhakkar,Punjab,2025-09-28,2025-09-30,2,36,Female,Foreign,2,Leisure,Mid,22336,Road,11772,12868,2494,49470,Autumn,PKR
4250,Garam Chashma,KPK,2026-12-09,2026-12-14,5,50,Male,Pakistani,1,Leisure,Mid,43735,Road,4255,12805,8935,69730,Winter,PKR
4251,Garam Chashma,KPK,2026-09-11,2026-09-13,2,57,Male,Foreign,4,Adventure,Mid,27406,Road,18686,31240,2684,80016,Autumn,PKR
4252,Cholistan Forts,Punjab,2025-08-10,2025-08-18,8,23,Male,Pakistani,2,Family,Budget,26664,Road,16116,20928,3768,67476,Summer,PKR
4253,Dhandh Wildlife Sanctuary,Sindh,2025-07-21,2025-07-23,2,34,Female,Pakistani,2,Adventure,Mid,24002,Road,5632,14168,4328,48130,Summer,PKR
4254,Dera Ismail Khan,KPK,2026-03-03,2026-03-06,3,20,Male,Pakistani,5,Family,Budget,11433,Flight,183710,26085,1701,222929,Spring,PKR
4255,Miani,Punjab,2026-12-08,2026-12-16,8,43,Female,Pakistani,2,Family,Mid,52768,Road,18720,37072,8216,116776,Winter,PKR
4256,Golden Beach Gwadar,Balochistan,2026-08-27,2026-08-30,3,41,Male,Foreign,4,Family,Mid,37800,Road,24864,33672,4059,100395,Summer,PKR
4257,Tatta Pani,AJK,2025-09-02,2025-09-09,7,31,Female,Foreign,3,Business,Budget,24843,Road,19720,29988,4417,78968,Autumn,PKR
